Name,Record,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
James Krause,28-9-0,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9
Pascal Krauss,11-2-0,"6' 1""",170 lbs.,--,Orthodox,"Apr 19, 1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9
Rene Kronvold,5-1-0,"5' 8""",170 lbs.,--,Orthodox,--,0.82,100%,2.47,60%,0.00,0%,66%,4.1
Jorgen Kruth,5-0-0,"6' 2""",205 lbs.,--,,"May 08, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nikita Krylov,30-9-0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.38,55%,2.47,44%,2.29,38%,53%,1.4
Mariusz Ksiazkiewicz,8-1-0,"6' 3""",185 lbs.,"75""",Southpaw,"Oct 04, 1989",0.93,45%,3.40,39%,4.00,100%,0%,2.0
Junya Kudo,10-7-2,--,135 lbs.,--,Orthodox,--,1.85,71%,4.44,33%,0.00,0%,0%,0.0
John Kuhner,1-2-0,--,170 lbs.,--,,"Oct 12, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Michael Kuiper,15-5-0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",3.28,54%,3.62,54%,2.30,55%,79%,0.0
Anton Kuivanen,24-10-0,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",2.27,38%,1.63,67%,1.20,100%,71%,0.4
Maiju Kujala,6-3-0,--,135 lbs.,--,,--,2.50,40%,5.50,36%,0.00,0%,50%,0.0
Sumit Kumar,8-0-0,"5' 5""",125 lbs.,--,Orthodox,"Sep 09, 2000",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Aleksei Kunchenko,20-2-0,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",3.67,44%,2.83,63%,0.25,33%,80%,0.0
Rizvan Kuniev,11-2-1,"6' 4""",240 lbs.,"76""",Orthodox,"Oct 03, 1992",7.09,73%,1.55,51%,4.09,75%,0%,0.0
Keigo Kunihara,3-2-0,"6' 0""",235 lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5
Kiichi Kunimoto,18-7-2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",1.87,44%,3.92,41%,1.59,20%,28%,0.3
Leo Kuntz,18-4-1,"5' 10""",155 lbs.,--,Orthodox,"Oct 03, 1983",1.68,32%,3.80,45%,1.99,25%,33%,0.7
Korey Kuppe,8-4-0,"6' 5""",170 lbs.,"77""",Switch,"Jan 23, 1989",0.73,73%,1.33,31%,0.00,0%,69%,1.0
Ramazan Kuramagomedov,8-0-0,"6' 1""",170 lbs.,"73""",Orthodox,"Aug 23, 1996",11.67,67%,9.13,54%,1.00,14%,0%,0.0
Tsuyoshi Kurihara,10-8-2,"5' 10""",185 lbs.,--,Orthodox,"Jul 13, 1973",0.00,0%,12.00,50%,0.00,0%,0%,0.0
Eldari Kurtanidze,0-1-0,"5' 6""",235 lbs.,--,Orthodox,"Apr 16, 1972",0.47,20%,3.72,60%,0.00,0%,0%,0.0
Kyle Kurtz,7-5-0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
Guram Kutateladze,12-3-0,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.83,42%,4.37,58%,0.50,12%,77%,0.0
Lina Kvokov,0-3-0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0.00,0%,0%,0.0
Kaleo Kwan,11-16-0,"5' 7""",155 lbs.,--,,"Aug 01, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jarrod Kwitty,2-2-0,"5' 8""",185 lbs.,--,,--,0.53,50%,4.40,32%,8.00,50%,0%,2.0
Mike Kyle,22-14-1 (2 NC),"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8
Achmed Labasanov,7-4-0,"6' 3""",215 lbs.,--,Orthodox,"Apr 24, 1978",0.75,39%,1.10,46%,3.00,100%,0%,0.8
Josh LaBerge,11-6-0,"5' 10""",145 lbs.,--,,--,2.53,36%,5.33,44%,0.00,0%,71%,0.0
Jeremiah Labiano,11-5-0,"5' 10""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Daniel Lacerda,11-5-0,"5' 6""",125 lbs.,"70""",Switch,"Jun 05, 1996",4.75,48%,9.76,34%,1.52,40%,0%,1.5
Luan Lacerda,12-2-0,"5' 7""",135 lbs.,"71""",Orthodox,"Jan 07, 1993",5.33,44%,6.87,45%,1.00,25%,100%,0.0
Kemran Lachinov,3-2-0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Aspen Ladd,9-3-0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6
Ryan LaFlare,14-3-0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2
Corinne Laframboise,8-4-0,--,125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ben Lagman,6-5-0,"6' 2""",185 lbs.,--,,"Sep 04, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Noad Lahat,11-2-0,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",2.79,46%,1.47,63%,2.37,26%,16%,2.4
Tina Lahdemaki,5-1-0,"5' 2""",115 lbs.,--,Orthodox,"May 28, 1988",1.93,20%,4.67,57%,0.00,0%,16%,0.0
Yohan Lainesse,9-2-0,"6' 1""",170 lbs.,"76""",Orthodox,"Aug 14, 1992",2.34,42%,3.44,59%,1.00,28%,80%,0.5
Tim Lajcik,7-6-1,"6' 1""",225 lbs.,--,Orthodox,"Jun 21, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Todd Lally,2-1-0,"5' 7""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sean Lally,7-3-0,"6' 0""",170 lbs.,--,Orthodox,"Nov 04, 1990",5.34,39%,7.23,30%,0.00,0%,0%,0.0
Ricardo Lamas,20-8-0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9
Jason Lambert,26-13-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4
Jose Landi-Jons,29-16-0,"5' 11""",170 lbs.,--,Orthodox,"Sep 09, 1973",0.99,40%,0.77,43%,2.20,80%,40%,2.2
Nate Landwehr,17-4-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",6.47,49%,5.51,56%,1.36,62%,86%,1.4
Austen Lane,12-3-0,"6' 6""",245 lbs.,"80""",Orthodox,"Nov 09, 1987",4.17,45%,1.81,58%,0.00,0%,0%,0.0
Aaron Lanfranco,5-1-0,--,155 lbs.,--,,"Aug 26, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jeremy Lang,21-2-0,"5' 11""",205 lbs.,--,Southpaw,"May 11, 1975",1.13,50%,1.41,42%,4.22,60%,0%,4.2
Lionel Lanham,5-1-0,--,205 lbs.,--,,"Aug 31, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lina Lansberg,10-8-0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.69,55%,3.87,44%,0.52,27%,47%,0.1
Taylor Lapilus,18-3-0,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",3.77,45%,2.00,61%,0.58,40%,81%,0.6
Chad Laprise,13-4-0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0
Anthony Lapsley,23-7-0 (2 NC),"5' 9""",170 lbs.,--,Southpaw,"Feb 13, 1980",0.53,34%,0.58,66%,0.00,0%,20%,0.0
TJ Laramie,12-5-0,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",1.49,50%,2.64,38%,1.44,33%,40%,0.0
Icho Larenas,6-5-0,"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980",0.17,15%,2.50,28%,0.00,0%,14%,0.0
Lorenz Larkin,18-6-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",3.53,46%,2.74,63%,0.27,42%,79%,0.1
Jeremy Larsen,8-5-0,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0
Brock Larson,42-10-0,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",1.39,46%,1.50,55%,2.67,34%,43%,2.0
Ryan Larson,6-2-0,--,170 lbs.,--,,"Dec 30, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bobby Lashley,15-2-0,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",3.10,63%,0.76,63%,11.47,70%,0%,0.0
Ilir Latifi,17-9-0 (1 NC),"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",2.05,45%,2.93,56%,2.11,35%,100%,0.3
Sione Latu,1-0-0,"6' 0""",215 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jenel Lausa,7-5-0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8
Joe Lauzon,28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0
Dan Lauzon,17-6-0,"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7
Sandra Lavado,10-3-0,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994",0.87,37%,2.67,34%,0.00,0%,33%,0.0
Chatt Lavender,9-7-0,"5' 8""",170 lbs.,--,,"May 24, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Muhammed Lawal,21-6-0 (1 NC),"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0
Robbie Lawler,29-16-0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.83,46%,4.67,59%,0.65,64%,65%,0.0
Tom Lawlor,10-6-0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2.50,42%,2.41,60%,2.46,32%,57%,1.4
Justin Lawrence,10-4-0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0
Lance Lawrence,4-1-0,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",5.87,50%,9.80,24%,1.00,100%,50%,0.0
Ronnie Lawrence,8-2-0,"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",2.88,56%,1.75,53%,7.03,77%,47%,0.3
Eric Lawson,9-5-0,"6' 0""",185 lbs.,--,Orthodox,--,1.58,57%,1.97,44%,8.88,42%,0%,3.0
Jimmy Lawson,4-2-0,"6' 0""",265 lbs.,"77""",Orthodox,"Nov 13, 1991",0.07,8%,1.60,44%,0.00,0%,0%,0.0
Valmir Lazaro,15-5-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",4.87,37%,4.09,61%,1.33,40%,96%,0.0
Zviad Lazishvili,13-1-0,"5' 6""",135 lbs.,"69""",Orthodox,"Oct 25, 1991",4.20,39%,6.13,51%,0.00,0%,0%,0.0
Mounir Lazzez,11-3-0,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",7.49,55%,5.42,53%,1.80,57%,71%,0.0
Cung Le,9-3-0,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3
Thanh Le,6-1-0,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",1.97,40%,1.82,70%,0.00,0%,100%,0.0
Jordan Leavitt,11-2-0,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.64,60%,1.93,56%,2.31,26%,30%,1.2
Jerome LeBanner,3-2-0,"6' 3""",265 lbs.,--,Southpaw,"Dec 26, 1972",0.92,35%,1.03,37%,0.00,0%,50%,0.0
Chris Leben,22-11-0,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8
Mickael Lebout,16-7-1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",2.60,34%,2.98,54%,0.00,0%,60%,0.0
Stephen Ledbetter,8-3-0,"5' 9""",145 lbs.,--,Orthodox,"Jun 30, 1982",1.20,38%,1.60,57%,5.00,45%,100%,0.0
Justin Ledet,9-4-0 (1 NC),"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",3.35,39%,4.82,49%,0.23,50%,42%,0.2
James Lee,15-3-0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",1.40,42%,3.72,27%,13.95,50%,0%,7.0
David Lee,12-10-0,"5' 10""",155 lbs.,--,Orthodox,--,1.49,50%,3.31,42%,0.00,0%,50%,0.0
Jackie Lee,0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eun Soo Lee,17-4-0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982",0.00,0%,3.05,60%,0.00,0%,50%,0.0
Tae Hyun Lee,1-2-0,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",1.37,31%,3.89,54%,5.15,100%,0%,0.0
Tommy Lee,25-6-0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",0.00,0%,0.30,75%,4.57,33%,0%,0.0
Matt Lee,14-10-1,"5' 11""",155 lbs.,--,Orthodox,--,0.00,0%,9.68,21%,0.00,0%,0%,0.0
Imani Lee,2-4-0,--,--,--,Orthodox,--,0.00,0%,0.94,33%,0.00,0%,0%,0.0
Vaughan Lee,14-13-1,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0
Kevin Lee,18-7-0,"5' 9""",170 lbs.,"77""",Orthodox,"Sep 04, 1992",3.89,42%,3.56,50%,3.19,43%,75%,0.8
Rocky Lee,3-2-0,"5' 9""",145 lbs.,--,Orthodox,"Apr 08, 1987",2.47,51%,5.33,44%,1.00,10%,33%,0.0
Andrea Lee,13-7-0,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",5.13,48%,3.59,64%,2.04,57%,54%,0.6
JeongYeong Lee,10-1-0,"5' 10""",145 lbs.,"73""",Orthodox,"Nov 13, 1995",2.39,47%,1.84,55%,0.00,0%,73%,0.9
JungHyun Lee,8-0-0,"5' 5""",125 lbs.,--,Orthodox,"Sep 10, 2002",0.00,0%,0.00,0%,0.00,0%,0%,0.0
ChangHo Lee,7-1-0,"5' 8""",135 lbs.,--,Orthodox,"May 09, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ricky Legere Jr.,14-4-0,"5' 8""",170 lbs.,--,,--,1.07,41%,1.53,60%,5.00,41%,0%,0.0
Sherron Leggett,21-6-0,"5' 8""",155 lbs.,--,Southpaw,"Oct 27, 1978",2.86,51%,2.08,47%,5.19,80%,33%,0.0
Cheyden Leialoha,6-0-0,"5' 8""",135 lbs.,"73""",Orthodox,"Mar 15, 1994",1.87,28%,3.20,53%,2.00,33%,71%,0.0
Claudia Leite,8-3-0,"5' 3""",135 lbs.,"64""",Orthodox,"Nov 04, 1996",1.27,47%,1.73,57%,1.00,25%,0%,1.0
Thales Leites,28-9-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,40%,2.99,52%,2.10,27%,30%,1.1
Stefan Leko,0-3-0,"6' 2""",215 lbs.,--,Orthodox,"Jun 03, 1974",2.40,43%,6.17,68%,0.00,0%,0%,0.0
Gabe Lemley,13-9-0,"5' 8""",155 lbs.,--,Orthodox,--,0.82,35%,6.03,45%,0.00,0%,0%,0.0
Amanda Lemos,13-2-1,"5' 4""",115 lbs.,"65""",Southpaw,"May 22, 1987",4.51,57%,3.97,50%,1.12,55%,81%,0.7
Giacomo Lemos,6-0-0,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Christophe Leninger,3-4-0,"6' 0""",200 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jesse Lennox,14-4-0,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",2.69,32%,3.20,64%,1.22,66%,63%,0.3
Jean Francois Lenogue,16-17-3,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",1.13,34%,0.27,60%,0.00,0%,33%,0.0
Nik Lentz,30-12-2 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Aug 13, 1984",3.44,47%,3.25,50%,3.30,32%,43%,1.2
Alberta Cerra Leon,0-1-0,"5' 8""",238 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Victoria Leonardo,9-6-0,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",3.27,39%,4.70,46%,1.60,27%,71%,0.0
Anthony Leone,15-8-0,"5' 6""",135 lbs.,--,Orthodox,"May 27, 1987",1.94,53%,2.52,56%,1.72,18%,0%,0.0
Chad Leonhardt,9-4-0,"6' 0""",170 lbs.,--,,"Feb 19, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kimo Leopoldo,10-7-1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",0.76,83%,2.12,30%,4.55,100%,0%,2.3
Michael Lerma,0-1-0,--,--,--,,--,0.00,0%,6.47,45%,0.00,0%,0%,0.0
Lukasz Les,8-3-0,--,170 lbs.,--,,"Nov 05, 1981",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brock Lesnar,5-3-0 (1 NC),"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",3.53,72%,2.11,50%,3.90,55%,60%,0.5
Frank Lester,11-6-0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",2.18,36%,3.82,53%,0.00,0%,0%,0.0
Valerie Letourneau,8-6-0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 29, 1983",4.51,37%,5.40,58%,0.77,45%,66%,0.3
Leah Letson,5-3-0,"5' 7""",145 lbs.,"71""",,"Aug 21, 1992",3.06,41%,3.84,52%,0.51,50%,76%,0.0
Justin Levens,10-7-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",1.24,47%,3.15,37%,1.69,50%,33%,5.1
Marcus LeVesseur,22-7-0,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982",2.55,64%,3.70,37%,3.89,36%,83%,0.6
David Levicki,1-3-0,"6' 5""",275 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kyle Levinton,0-3-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Natan Levy,8-1-0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",4.01,51%,3.52,58%,5.37,57%,41%,0.5
John Lewis,3-4-3,"6' 0""",155 lbs.,--,Southpaw,--,0.00,0%,4.00,66%,0.00,0%,0%,0.0
Derrick Lewis,26-11-0 (1 NC),"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2.54,50%,2.59,41%,0.59,28%,52%,0.0
Bevon Lewis,7-3-0,"6' 3""",185 lbs.,"79""",Orthodox,"May 05, 1991",3.73,43%,2.67,54%,0.00,0%,66%,0.0
Brandon Lewis,6-2-0,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997",2.17,29%,3.63,53%,1.00,15%,20%,0.0
Malik Lewis,5-1-0,"6' 0""",155 lbs.,"76""",Orthodox,"Mar 04, 1996",8.53,67%,7.09,31%,7.88,50%,50%,0.0
Chi Lewis-Parry,7-0-1 (2 NC),"6' 9""",243 lbs.,--,,"Aug 10, 1983",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Li Jingliang,19-8-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.46,42%,3.84,57%,1.25,41%,60%,0.0
Li Kaiwen,10-5-0,"5' 9""",145 lbs.,"72""",Southpaw,"Oct 16, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Liang Na,19-6-0,"5' 5""",115 lbs.,"67""",Orthodox,"Jul 27, 1996",2.94,52%,4.09,27%,5.74,50%,0%,1.9
Jess Liaudin,20-11-0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,3.28,53%,30%,1.6
Chuck Liddell,21-8-0,"6' 2""",205 lbs.,"76""",Orthodox,"Dec 17, 1969",2.97,35%,2.71,56%,0.44,75%,81%,0.0
Rodrigo Lidio,12-3-0,"5' 11""",155 lbs.,"73""",Orthodox,"Jul 07, 1989",0.97,50%,0.00,100%,0.00,0%,50%,0.0
Sam Liera,12-10-0,--,--,--,,--,0.82,60%,7.36,51%,0.00,0%,66%,0.0
Zach Light,9-11-0,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",0.81,33%,1.90,48%,1.36,100%,0%,0.0
Scott Lighty,6-2-0,"6' 2""",205 lbs.,--,,"Oct 15, 1978",2.91,21%,4.24,49%,0.00,0%,0%,0.0
Chris Liguori,15-10-0,"5' 9""",185 lbs.,--,Orthodox,--,0.29,33%,1.44,0%,0.00,0%,50%,0.0
Donnie Liles,17-7-0,"5' 9""",170 lbs.,--,Orthodox,--,2.25,41%,1.75,65%,2.50,28%,0%,1.2
Jae Suk Lim,17-6-0,"5' 9""",170 lbs.,--,Orthodox,"Nov 09, 1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0
Hyun Gyu Lim,13-7-1,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985",4.45,41%,5.07,51%,0.23,100%,73%,0.2
Juliana Lima,9-5-0,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982",1.94,44%,2.11,55%,1.72,31%,70%,0.0
Dhiego Lima,17-9-0,"6' 2""",170 lbs.,"75""",Orthodox,"Jan 31, 1989",3.12,39%,3.88,58%,1.26,34%,73%,0.6
Douglas Lima,29-6-0,"6' 1""",170 lbs.,--,,"Jan 05, 1988",1.92,36%,2.84,60%,0.60,100%,46%,0.0
Mabelly Lima,7-1-0,"5' 2""",135 lbs.,--,Orthodox,"Jan 25, 1994",3.07,63%,5.67,44%,0.00,0%,100%,0.0
Miguel Linares,2-4-0,--,--,--,,--,6.51,50%,8.84,36%,0.00,0%,0%,0.0
Emiliano Linares,8-2-0,"5' 8""",145 lbs.,"72""",Orthodox,"Apr 21, 1997",1.17,28%,3.59,26%,0.00,0%,33%,0.0
Matt Lindland,22-9-0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,50%,1.56,52%,3.01,48%,60%,1.3
Jake Lindsey,12-7-0,"5' 11""",155 lbs.,--,Switch,"Jun 21, 1986",3.44,52%,4.01,46%,0.65,33%,50%,0.0
John Lineker,31-9-0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6
Austin Lingo,9-2-0,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",4.21,40%,4.36,58%,0.55,66%,78%,0.0
Lucio Linhares,19-8-0,"6' 2""",185 lbs.,--,Orthodox,"Dec 08, 1973",0.99,22%,3.47,34%,1.86,50%,50%,1.9
Philipe Lins,16-5-0,"6' 2""",205 lbs.,"78""",Orthodox,"Aug 17, 1985",3.85,47%,4.18,43%,1.79,36%,100%,0.0
Ariane Lipski,15-8-0,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",3.86,39%,3.97,51%,0.47,42%,73%,0.3
Tainara Lisboa,6-2-0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 02, 1991",2.93,50%,1.81,56%,1.05,50%,85%,1.1
Dean Lister,13-7-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,1.58,15%,50%,1.1
Wesley Little,4-8-0,"6' 4""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Abner Lloveras,20-9-1,"5' 11""",155 lbs.,--,,"Sep 04, 1982",6.27,49%,6.87,43%,2.00,20%,0%,0.0
Brian Lo-A-Njoe,6-10-3,"5' 7""",155 lbs.,--,Orthodox,--,3.87,42%,0.00,0%,0.00,0%,66%,0.0
John Lober,5-9-4,"5' 11""",199 lbs.,--,Orthodox,"Feb 26, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Artem Lobov,13-15-1 (1 NC),"5' 9""",145 lbs.,"65""",Southpaw,"Aug 11, 1986",3.52,41%,4.82,50%,0.39,25%,52%,0.0
Dylan Lockard,6-2-0,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",1.31,53%,3.31,52%,2.31,40%,28%,1.2
Sean Loeffler,31-5-0,"6' 3""",185 lbs.,--,Orthodox,"May 23, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Christian Lohsen,4-2-0,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",5.27,49%,6.93,44%,0.00,0%,0%,2.0
David Loiseau,23-11-0,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,44%,3.64,43%,0.43,42%,36%,0.1
Hector Lombard,34-10-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978",3.02,46%,3.35,53%,1.69,48%,77%,0.5
Michael Lombardo,11-2-0 (1 NC),"6' 0""",170 lbs.,"72""",Orthodox,"Apr 03, 1990",1.47,62%,2.63,31%,2.50,21%,60%,0.0
Rocky Long,21-37-1,--,145 lbs.,--,,"Feb 18, 1978",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Thomas Longacre,6-1-0,"5' 9""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Loma Lookboonmee,8-3-0,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",4.14,58%,2.58,52%,2.04,50%,74%,0.2
Ange Loosa,9-3-0,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",6.24,44%,7.47,49%,1.00,30%,100%,0.3
Lucas Lopes,29-19-0,"6' 2""",185 lbs.,--,,"Oct 05, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dileno Lopes,19-3-0,"5' 5""",135 lbs.,--,,"Sep 26, 1984",2.37,36%,3.33,53%,2.50,31%,100%,1.5
Diego Lopes,21-6-0,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",2.26,52%,5.24,34%,0.00,0%,36%,4.2
Bruno Lopes,11-0-0,--,205 lbs.,--,,"Apr 24, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ivan Lopez,14-3-1,"5' 6""",135 lbs.,--,Southpaw,--,0.90,26%,2.24,65%,0.00,0%,30%,0.0
Steve Lopez,13-6-1,"5' 11""",155 lbs.,--,Orthodox,"Jul 30, 1984",1.39,24%,2.69,62%,0.00,0%,37%,0.0
