Name,Wins,Losses,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,URL
Trevin Jones,13,10,67.0,135.0,70.0,Southpaw,1990-08-04,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2,http://ufcstats.com/fighter-details/ec23c1be628d8057
Mason Jones,11,2,70.0,155.0,74.0,Orthodox,1995-04-26,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d
Jocelyn Jones-Lybarger,6,4,67.0,115.0,64.0,Orthodox,1985-10-04,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959
Kevin Jordan,11,9,75.0,245.0,,Orthodox,1970-12-31,2.0,0.4,1.91,0.55,0.0,0.0,0.77,0.6,http://ufcstats.com/fighter-details/02e52b3a595f0786
Joe Jordan,49,14,66.0,155.0,,Orthodox,1978-07-27,1.85,0.25,4.27,0.59,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/712c4db78b9373d1
Shawn Jordan,19,8,72.0,260.0,75.0,Southpaw,1984-10-21,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,http://ufcstats.com/fighter-details/ca2efc9d7d523c43
Ivan Jorge,27,7,69.0,155.0,73.0,Orthodox,1980-11-07,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,http://ufcstats.com/fighter-details/19db7ac26308178f
Scott Jorgensen,15,12,65.0,135.0,66.0,Orthodox,1982-09-17,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,http://ufcstats.com/fighter-details/0b64d0fed453ef7f
Gareth Joseph,9,5,,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8ecb9f42da5ef5ac
Dwight Joseph,5,0,66.0,135.0,,Switch,1989-08-16,2.6,0.52,2.87,0.55,1.0,0.2,0.2,1.0,http://ufcstats.com/fighter-details/34ca93f1791a5c50
Jeff Joslin,5,3,72.0,170.0,,Orthodox,1975-04-30,2.17,0.39,1.57,0.65,0.5,0.33,0.64,0.5,http://ufcstats.com/fighter-details/388abbf8832b5adf
Krzysztof Jotko,24,6,73.0,185.0,77.0,Southpaw,1989-08-19,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,http://ufcstats.com/fighter-details/4e06913c91da5200
Alan Jouban,17,7,72.0,170.0,73.0,Southpaw,1981-11-25,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,http://ufcstats.com/fighter-details/cf65d56b0755ed3b
Charles Jourdain,13,6,69.0,145.0,69.0,Switch,1995-11-27,5.84,0.49,4.56,0.58,0.12,0.16,0.48,0.5,http://ufcstats.com/fighter-details/f1d64ae34e088832
Mike Joy,11,8,66.0,155.0,,Southpaw,1985-07-18,0.57,0.33,1.71,0.47,0.78,0.33,0.0,2.3,http://ufcstats.com/fighter-details/35080a7f406f9ab3
Dustin Joynson,5,0,78.0,244.0,78.0,Orthodox,1985-10-14,3.28,0.53,5.63,0.47,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/791367e8c35cfb6a
Tony Juarez,1,12,,155.0,,,,0.89,0.25,10.34,0.38,4.43,1.0,0.66,0.0,http://ufcstats.com/fighter-details/97f3692d5444a80a
Jesse Juarez,23,12,73.0,170.0,,Orthodox,1981-05-08,1.71,0.48,2.87,0.52,2.69,0.33,0.5,0.0,http://ufcstats.com/fighter-details/cd039ff136d89ded
Anshul Jubli,7,0,72.0,155.0,69.0,Switch,1995-01-13,5.69,0.42,4.8,0.53,1.26,0.33,0.6,0.6,http://ufcstats.com/fighter-details/a72a2a769fa5a2be
Steve Judson,0,2,71.0,230.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d
Luke Jumeau,13,5,71.0,170.0,72.0,Orthodox,1988-02-12,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,http://ufcstats.com/fighter-details/4c288a2b250bb576
Bu-Kyung Jung,0,4,67.0,154.0,,Orthodox,1978-05-26,0.63,0.36,1.85,0.56,1.1,0.75,0.0,1.5,http://ufcstats.com/fighter-details/b35d1650c78c2948
Chan Sung Jung,17,7,67.0,145.0,72.0,Orthodox,1987-03-17,3.97,0.42,4.35,0.52,0.74,0.47,0.72,0.7,http://ufcstats.com/fighter-details/c451d67c09c55418
Young Sam Jung,4,8,68.0,139.0,,Orthodox,1985-10-27,0.53,0.09,2.79,0.63,0.0,0.0,0.0,2.0,http://ufcstats.com/fighter-details/13104eaed3ae96c3
Da Woon Jung,15,4,76.0,205.0,78.0,Orthodox,1993-12-07,3.39,0.42,3.53,0.52,2.1,0.5,0.8,0.2,http://ufcstats.com/fighter-details/74f9448b97bf8bec
Scott Junk,8,3,73.0,265.0,,Orthodox,1978-12-17,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ac70a4f1db1b8c40
Myles Jury,17,4,70.0,145.0,73.0,Orthodox,1988-10-31,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,http://ufcstats.com/fighter-details/08e908ed6d18d6a0
Cristiane Justino,21,2,68.0,145.0,68.0,Orthodox,1985-07-09,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4,http://ufcstats.com/fighter-details/634bb0de2eb043b4
Patrick Kaase,1,2,69.0,185.0,,,,4.4,0.67,0.53,0.5,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/b180f05acb24d430
Emily Kagan,3,3,63.0,115.0,,,1981-07-14,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,http://ufcstats.com/fighter-details/c1ea9d56cd953586
Oron Kahlon,16,1,68.0,135.0,70.0,Orthodox,1984-11-04,0.85,0.37,4.93,0.36,0.0,0.0,0.4,0.0,http://ufcstats.com/fighter-details/00a35c92b03992b0
Sirwan Kakai,12,5,65.0,135.0,,Orthodox,1989-10-03,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,http://ufcstats.com/fighter-details/2525a853486ee670
Saidyokub Kakhramonov,10,3,68.0,135.0,69.0,Orthodox,1995-11-14,2.05,0.51,0.88,0.58,6.63,0.48,0.83,1.9,http://ufcstats.com/fighter-details/50a28b9f8314e008
Geza Kalman,4,9,73.0,200.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/304fcd812f12c589
Bryson Kamaka,12,20,71.0,170.0,,Orthodox,,9.47,0.6,12.63,0.0,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1
Kai Kamaka,8,4,67.0,145.0,69.0,Orthodox,1995-01-05,4.96,0.57,5.29,0.55,1.93,0.58,0.52,0.3,http://ufcstats.com/fighter-details/eee0ef3e2b14816b
Martin Kampmann,20,7,72.0,170.0,72.0,Orthodox,1982-04-17,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,http://ufcstats.com/fighter-details/8b69839f3555a67b
Bharat Kandare,5,3,67.0,135.0,72.0,Orthodox,1987-06-20,0.7,0.1,1.88,0.72,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/efd2b3e9bb7965a4
Hiromitsu Kanehara,19,27,70.0,200.0,,Orthodox,1970-10-05,0.76,0.22,4.39,0.4,0.0,0.0,0.4,0.4,http://ufcstats.com/fighter-details/eda579d906cf0ca2
Masanori Kanehara,26,12,67.0,135.0,67.0,Orthodox,1982-11-19,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,http://ufcstats.com/fighter-details/f3a078277b3b8ff4
Ken Kaneko,0,3,72.0,161.0,,Orthodox,,0.0,0.0,0.94,0.42,0.0,0.0,0.0,3.5,http://ufcstats.com/fighter-details/5345f86680378fc1
Denis Kang,35,16,71.0,185.0,77.0,Orthodox,1977-09-17,2.27,0.35,1.65,0.67,2.51,0.65,0.38,1.2,http://ufcstats.com/fighter-details/3c241737a6069b9f
Kyung Ho Kang,18,9,69.0,135.0,73.0,Orthodox,1987-09-09,2.99,0.48,2.87,0.58,2.0,0.55,0.7,0.8,http://ufcstats.com/fighter-details/a7897d200692ab64
Manel Kape,18,6,65.0,125.0,68.0,Southpaw,1993-11-14,4.46,0.52,3.92,0.54,0.56,0.28,0.69,0.6,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074
David Kaplan,3,4,67.0,155.0,,Orthodox,1979-11-16,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,http://ufcstats.com/fighter-details/5669b828e7e11329
Kai Kara-France,24,10,64.0,125.0,69.0,Orthodox,1993-03-26,4.7,0.4,3.57,0.64,0.51,0.25,0.87,0.0,http://ufcstats.com/fighter-details/853eb0dd5c0e2149
Georgi Karakhanyan,26,7,68.0,145.0,,,1985-05-29,4.49,0.39,5.0,0.54,1.41,0.5,0.33,1.9,http://ufcstats.com/fighter-details/43292ecf0e72c143
Alex Karalexis,10,6,68.0,155.0,66.0,Orthodox,1977-09-20,2.57,0.42,2.39,0.54,2.7,0.45,0.86,0.9,http://ufcstats.com/fighter-details/e361e5c858af6ff1
Impa Kasanganay,9,2,71.0,170.0,75.0,Orthodox,1994-01-17,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2,http://ufcstats.com/fighter-details/257b0c8d6f199895
Jinnosuke Kashimura,4,2,67.0,155.0,71.0,Southpaw,2001-08-12,0.21,0.5,7.37,0.25,3.16,1.0,0.0,6.3,http://ufcstats.com/fighter-details/4a9120fa47bafef0
Nadia Kassem,5,2,65.0,125.0,66.0,Southpaw,1995-11-15,3.13,0.41,4.48,0.48,0.46,0.33,0.4,2.8,http://ufcstats.com/fighter-details/6e7506127408aa9e
Yusuke Kasuya,9,3,67.0,155.0,,Southpaw,1989-11-16,2.17,0.44,4.34,0.48,1.36,0.33,0.0,0.0,http://ufcstats.com/fighter-details/3058888c33149a53
Tetsuji Kato,20,10,,155.0,,Orthodox,,1.2,0.29,2.1,0.7,2.0,0.57,0.8,0.5,http://ufcstats.com/fighter-details/542db012217ecb83
Hisaki Kato,8,2,72.0,185.0,,,1982-09-17,2.8,0.48,1.72,0.68,1.62,1.0,0.0,0.0,http://ufcstats.com/fighter-details/ebf1c247b2cba375
Brad Katona,8,2,66.0,135.0,64.0,Orthodox,1991-12-19,3.33,0.51,2.98,0.57,1.25,0.22,0.47,0.0,http://ufcstats.com/fighter-details/7b433309b0fd12aa
Calvin Kattar,23,7,71.0,145.0,72.0,Orthodox,1988-03-26,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,http://ufcstats.com/fighter-details/751de04455cfaac0
Sarah Kaufman,18,4,65.0,135.0,66.0,Orthodox,1985-09-20,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,http://ufcstats.com/fighter-details/36df8e119aec6175
Yusuke Kawaguchi,18,12,72.0,255.0,,,1980-08-14,2.87,0.47,3.93,0.5,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/fa2320781bfe4f49
Canaan Kawaihae,6,2,72.0,145.0,71.0,Southpaw,1997-08-26,2.83,0.51,4.59,0.36,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/58d42b9e920b25fc
Tatsuya Kawajiri,36,11,67.0,145.0,69.0,Orthodox,1978-05-08,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,http://ufcstats.com/fighter-details/80d918336163b80c
Ryo Kawamura,18,9,71.0,205.0,,Orthodox,1981-06-29,0.6,0.16,3.93,0.39,0.0,0.0,0.06,0.0,http://ufcstats.com/fighter-details/9e91d7fd2720e241
Doug Kay,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/547c5611bd366988
Toshiomi Kazama,10,3,67.0,135.0,69.0,Orthodox,1997-05-15,1.87,0.58,2.12,0.5,1.93,0.15,0.66,0.0,http://ufcstats.com/fighter-details/148bb103cfbf123e
Julie Kedzie,16,13,65.0,135.0,,Orthodox,1981-03-18,2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,http://ufcstats.com/fighter-details/981ab7a0576f76a0
Ryan Keenan,6,2,70.0,170.0,,,1985-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a72b20136239ba39
CJ Keith,8,4,72.0,155.0,,Orthodox,1986-08-09,0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,http://ufcstats.com/fighter-details/c0eecd851dbf3146
Chris Kelades,9,3,67.0,125.0,68.0,Orthodox,1981-02-21,2.4,0.43,2.64,0.48,1.04,0.18,0.53,0.3,http://ufcstats.com/fighter-details/56c9acc4e86046a2
Brian Kelleher,24,14,66.0,135.0,66.0,Switch,1986-08-19,3.36,0.41,4.61,0.54,1.79,0.42,0.6,0.7,http://ufcstats.com/fighter-details/7be14eaed4c74856
Mayana Kellem,7,1,65.0,135.0,,Orthodox,1981-07-07,1.94,0.22,2.9,0.62,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c788481ae19e798d
Tony Kelley,8,3,69.0,135.0,70.0,Switch,1987-01-21,5.55,0.47,4.85,0.45,0.0,0.0,0.52,1.4,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2
Paul Kelly,14,5,69.0,155.0,70.0,Orthodox,1984-09-12,3.22,0.37,2.61,0.59,1.34,0.6,0.3,1.5,http://ufcstats.com/fighter-details/aac5ac38148f0528
John Kelly,5,4,69.0,170.0,,,1978-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ace83095105dd205
Daniel Kelly,13,4,72.0,185.0,70.0,Southpaw,1977-10-31,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,http://ufcstats.com/fighter-details/bdcbb976816fd256
Tim Kennedy,18,6,71.0,185.0,74.0,Orthodox,1979-09-01,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,http://ufcstats.com/fighter-details/3c660c90d48fc80d
Steve Kennedy,24,8,71.0,170.0,,Orthodox,1983-03-07,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,http://ufcstats.com/fighter-details/185fb0200a4605e6
Jeremy Kennedy,11,1,71.0,145.0,71.0,Orthodox,1992-09-16,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,http://ufcstats.com/fighter-details/68f6e96c5fa6e044
Waylon Kennell,6,2,72.0,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9b8a73b59be8d786
Casey Kenney,16,4,67.0,135.0,68.0,Southpaw,1991-03-20,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,http://ufcstats.com/fighter-details/e7bba7ce4d6c7b07
Maimaitituoheti Keremuaili,26,11,66.0,135.0,66.0,Orthodox,1991-03-18,1.47,0.52,1.67,0.37,1.0,0.33,0.84,0.0,http://ufcstats.com/fighter-details/772022b989534f0d
Aurelijus Kerpe,11,22,,,,Orthodox,,1.26,0.16,8.21,0.31,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c1e4ae143cce7398
Mark Kerr,15,11,75.0,266.0,,Switch,1968-12-21,0.28,0.41,0.89,0.28,2.92,0.77,0.0,0.4,http://ufcstats.com/fighter-details/a7b48e18ca27795d
Will Kerr,9,3,70.0,155.0,69.0,Orthodox,1982-10-21,1.91,0.42,6.22,0.33,0.0,0.0,0.0,14.3,http://ufcstats.com/fighter-details/ef61d9f5176b3200
Ron Keslar,11,9,,185.0,,,,0.0,0.0,2.05,0.6,0.0,0.0,1.0,7.7,http://ufcstats.com/fighter-details/b84f34b425dfd24b
Rustam Khabilov,24,4,68.0,155.0,73.0,Orthodox,1986-11-04,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,http://ufcstats.com/fighter-details/9b7694d064a8a0ad
Adam Khaliev,6,0,72.0,170.0,,Orthodox,1984-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1aba18b5f15d4956
Sergey Khandozhko,28,6,73.0,170.0,74.0,Orthodox,1992-05-19,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0,http://ufcstats.com/fighter-details/90da09db03e41748
Sergei Kharitonov,26,6,72.0,245.0,,Orthodox,1980-08-18,3.9,0.44,3.03,0.54,1.16,0.53,0.7,1.0,http://ufcstats.com/fighter-details/0693b2eab79198ea
Alfred Khashakyan,8,3,68.0,135.0,70.0,Orthodox,1988-07-17,6.14,0.42,6.38,0.4,3.54,0.25,0.0,0.0,http://ufcstats.com/fighter-details/3929efe0c0a83d07
Aliaskhab Khizriev,14,0,69.0,185.0,74.0,Southpaw,1990-08-24,6.03,0.64,4.36,0.62,5.77,0.6,1.0,3.9,http://ufcstats.com/fighter-details/7ab478c397cd68ef
WonBin Ki,16,8,71.0,155.0,73.0,Orthodox,1991-02-11,6.32,0.61,2.15,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/aaeb55084b198a39
Pannie Kianzad,17,6,67.0,135.0,66.0,Orthodox,1991-12-08,5.32,0.49,4.12,0.53,0.4,0.3,0.8,0.1,http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Akira Kikuchi,16,4,68.0,155.0,,Orthodox,1978-07-23,3.67,0.56,0.4,0.14,2.0,0.4,1.0,0.0,http://ufcstats.com/fighter-details/9c37681096c6f3a9
Katsunori Kikuno,24,8,68.0,145.0,66.0,Orthodox,1981-10-31,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,http://ufcstats.com/fighter-details/44470bfd9483c7ad
Sanae Kikuta,31,9,69.0,200.0,,Orthodox,1971-09-10,0.7,0.45,0.9,0.52,1.6,0.63,0.25,1.8,http://ufcstats.com/fighter-details/e4bde462b043d3e1
Jacob Kilburn,8,4,69.0,145.0,72.0,Orthodox,1995-06-28,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,http://ufcstats.com/fighter-details/637bd06c32219f0b
Dong Hyun Kim,22,4,74.0,170.0,76.0,Southpaw,1981-11-17,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6,http://ufcstats.com/fighter-details/9bcf8603ceb25680
Jin Oh Kim,0,4,69.0,205.0,,Orthodox,,5.06,0.25,8.43,0.5,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/8d04923f2db59b7f
Dae Won Kim,11,7,71.0,180.0,,Orthodox,,1.75,0.32,2.51,0.36,3.43,0.42,0.0,0.0,http://ufcstats.com/fighter-details/354808cf38d9d73c
Jong Wang Kim,13,23,73.0,240.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/380e8b023290d091
Jong Won Kim,0,1,67.0,139.0,,Orthodox,,0.84,0.15,3.28,0.63,2.81,1.0,0.0,0.0,http://ufcstats.com/fighter-details/9e0f28d1f639ad73
Min Soo Kim,3,7,73.0,255.0,,Southpaw,1975-01-22,0.87,1.0,3.48,0.2,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/831b937811804dad
Jong Man Kim,23,11,67.0,139.0,,Orthodox,1978-03-03,1.33,0.21,3.0,0.6,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dba230fe33011201
Ji Yeon Kim,9,6,67.0,125.0,72.0,Orthodox,1989-10-18,5.79,0.36,5.77,0.56,0.0,0.0,0.42,0.0,http://ufcstats.com/fighter-details/a20f234df70f2182
MinWoo Kim,10,2,68.0,135.0,72.0,Orthodox,1993-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6343a95f1d9e6a33
HanSeul Kim,13,4,73.0,170.0,74.0,Southpaw,1990-06-19,6.28,0.55,3.9,0.47,0.0,0.0,0.0,9.8,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7
KyeungPyo Kim,11,4,69.0,155.0,71.0,Orthodox,1992-01-29,6.77,0.46,6.32,0.63,3.87,0.4,1.0,0.0,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7
Jeremy Kimball,15,8,72.0,205.0,72.0,Switch,1991-01-03,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0.0,http://ufcstats.com/fighter-details/917a5cb9821df261
Rob Kimmons,25,9,70.0,185.0,73.0,Orthodox,1981-01-30,1.86,0.48,4.79,0.38,2.08,0.46,0.25,2.4,http://ufcstats.com/fighter-details/054defd5420a551f
Dustin Kimura,11,3,67.0,135.0,71.0,Orthodox,1989-05-21,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,http://ufcstats.com/fighter-details/fe91d254db77a7fc
Taiei Kin,6,3,71.0,185.0,,Orthodox,1970-07-08,2.71,0.6,1.33,0.52,0.0,0.0,0.55,0.0,http://ufcstats.com/fighter-details/c7ac79839e86ce33
Mike King,5,1,75.0,185.0,,,1983-08-04,4.44,0.58,1.29,0.72,1.75,0.25,0.4,3.5,http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Kyle Kingsbury,11,6,76.0,205.0,79.0,Orthodox,1982-03-22,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0,http://ufcstats.com/fighter-details/b959e8c7fd8390d2
Yusaku Kinoshita,6,2,72.0,170.0,71.0,Southpaw,2000-08-21,4.7,0.57,3.79,0.5,0.0,0.0,0.42,0.0,http://ufcstats.com/fighter-details/21b5c82c1b89dab1
Kamuela Kirk,12,5,70.0,155.0,75.0,Switch,1994-04-13,2.99,0.49,5.1,0.37,0.86,0.4,0.53,1.3,http://ufcstats.com/fighter-details/c7d7fda69ec410d3
Yurij Kiseliov,5,4,68.0,185.0,,Orthodox,,4.88,0.87,0.0,0.0,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/51d2aaaca56e5b40
Justine Kish,7,4,65.0,125.0,64.0,Orthodox,1988-04-13,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec
Koji Kitao,1,2,79.0,350.0,,Southpaw,1963-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2a6f8136da1e52c0
Satoru Kitaoka,40,14,66.0,154.0,,,1980-02-04,0.68,0.33,2.15,0.45,0.62,0.1,0.27,2.1,http://ufcstats.com/fighter-details/e2ac5bb645f33088
Top Noi Kiwram,8,4,65.0,125.0,67.0,Southpaw,1992-08-15,5.36,0.63,3.32,0.69,0.0,0.0,0.8,0.0,http://ufcstats.com/fighter-details/e065b4a42a6c2c79
Ludovit Klein,19,4,67.0,155.0,72.0,Southpaw,1995-02-22,3.51,0.56,3.87,0.48,1.02,0.33,0.87,0.0,http://ufcstats.com/fighter-details/5b86d491d63890c5
Seth Kleinbeck,8,4,74.0,185.0,,,1973-07-25,2.55,0.33,2.42,0.4,0.98,0.25,0.9,0.0,http://ufcstats.com/fighter-details/8ad022dd81224f61
Stefan Klever,6,1,,185.0,,Orthodox,,0.82,0.5,3.84,0.58,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/bc3876891e155bb5
Felix Klinkhammer,7,0,72.0,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/8276f28f1ad087de
Drakkar Klose,13,2,69.0,155.0,70.0,Orthodox,1988-03-09,4.38,0.55,3.44,0.52,1.8,0.3,0.69,0.0,http://ufcstats.com/fighter-details/7cbf7c78d3b34218
Michael Knaap,18,22,74.0,220.0,,Orthodox,1984-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/02f0e04acf102ea9
Kevin Knabjian,12,7,70.0,170.0,,Orthodox,1984-07-05,0.0,0.0,15.56,0.22,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/1fac46d466abd5b8
Jason Knight,20,5,70.0,145.0,71.0,Orthodox,1992-07-14,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
William Knight,11,5,70.0,205.0,73.0,Orthodox,1988-04-03,2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95
Josefine Knutsson,4,0,63.0,115.0,61.0,Orthodox,1996-01-16,2.27,0.44,0.33,0.84,4.0,1.0,1.0,0.0,http://ufcstats.com/fighter-details/971dba22c622af12
Isao Kobayashi,21,4,68.0,145.0,,,1988-10-28,1.01,0.33,1.66,0.45,2.17,1.0,1.0,0.0,http://ufcstats.com/fighter-details/a02652d063ef5baa
Kelly Kobold,19,3,66.0,135.0,,Orthodox,1983-02-25,2.33,0.21,4.11,0.59,1.67,0.11,0.0,0.0,http://ufcstats.com/fighter-details/c398235fcaf8d71d
Erik Koch,16,6,70.0,170.0,71.0,Southpaw,1988-10-04,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,http://ufcstats.com/fighter-details/99bd87a300079ed9
Sokun Koh,4,1,73.0,205.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6d8ef8706781c49e
Shingo Kohara,1,0,66.0,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/44c233770075cea1
Brad Kohler,12,15,69.0,220.0,,Orthodox,1964-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/13c4313ed0f744f3
Charlie Kohler,8,4,69.0,155.0,,Orthodox,1976-07-16,0.81,0.33,4.31,0.46,0.0,0.0,0.0,4.0,http://ufcstats.com/fighter-details/5717efc6f271cd52
Tsuyoshi Kohsaka,27,19,71.0,225.0,,Orthodox,1970-03-06,1.88,0.38,4.41,0.54,1.32,0.2,0.33,0.4,http://ufcstats.com/fighter-details/b76ed59283d3559c
Kaloyan Kolev,10,1,74.0,205.0,73.0,Orthodox,1992-10-17,1.12,0.45,4.49,0.42,10.11,0.6,0.0,0.0,http://ufcstats.com/fighter-details/33de378ce1734638
John Kolosci,15,9,71.0,185.0,,Orthodox,1974-11-26,0.21,0.2,0.85,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Yuki Kondo,60,33,71.0,183.0,,Southpaw,1975-07-17,1.14,0.42,2.57,0.51,0.76,0.41,0.37,0.5,http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
Syuri Kondo,6,3,64.0,115.0,66.0,Orthodox,1989-02-08,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3,http://ufcstats.com/fighter-details/a851c35f58199231
Cheick Kongo,27,10,76.0,240.0,82.0,Orthodox,1975-05-17,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,http://ufcstats.com/fighter-details/1eacf73d6a0055dc
Andrei Kopylov,6,11,74.0,265.0,,Orthodox,1965-07-16,0.33,0.66,4.31,0.4,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Roman Kopylov,10,2,72.0,185.0,75.0,Southpaw,1991-05-04,4.54,0.5,3.96,0.6,0.62,0.5,0.89,0.0,http://ufcstats.com/fighter-details/9d83f6da776ff7d6
Bruno Korea,7,3,66.0,135.0,65.0,,1991-06-28,2.12,0.34,3.96,0.42,0.0,0.0,0.25,0.0,http://ufcstats.com/fighter-details/6c011be66326ad97
Andrey Koreshkov,19,2,72.0,170.0,,,1990-08-23,2.84,0.39,1.92,0.63,4.8,0.53,0.0,0.0,http://ufcstats.com/fighter-details/aee885b8ca29ab4f
